,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
6666,Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,15:30,6h 30m,1 stop,No info,8307
9496,Multiple carriers,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,21:00,8h,1 stop,No info,17493
1746,IndiGo,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,18:35,01:30 02 Jun,6h 55m,1 stop,No info,6628
8777,Air Asia,1/06/2019,Banglore,Delhi,BLR ? DEL,11:10,13:55,2h 45m,non-stop,No info,4483
3070,Jet Airways,27/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,12:35 28 May,17h 25m,2 stops,No info,15129
1868,Air India,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,09:25,18:30,9h 5m,1 stop,No info,8891
9721,Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,04:40 10 Jun,8h 40m,1 stop,In-flight meal not included,9663
6894,Multiple carriers,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,21:00,15h,1 stop,No info,8475
2673,Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,12:00,5h 30m,1 stop,In-flight meal not included,10056
5134,Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,23:35,9h 30m,1 stop,In-flight meal not included,11841
1817,Jet Airways,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,18:50 10 Mar,24h 35m,1 stop,No info,16289
6150,Air India,1/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:50,18:30 02 Apr,25h 40m,1 stop,No info,7893
8407,Air India,03/03/2019,Banglore,New Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,11423
7515,Jet Airways,15/06/2019,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,12:15,04:25 16 Jun,16h 10m,2 stops,No info,14300
752,IndiGo,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,21:00,5h,1 stop,No info,5054
5099,Jet Airways,12/06/2019,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,No info,5678
5098,SpiceJet,21/03/2019,Kolkata,Banglore,CCU ? BLR,22:20,00:40 22 Mar,2h 20m,non-stop,No info,3847
9426,Multiple carriers,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,01:35 04 Mar,14h 5m,1 stop,No info,18286
9732,Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,06:40,19:15,12h 35m,1 stop,No info,15077
4542,Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,06:40,19:00,12h 20m,1 stop,No info,9315
3172,IndiGo,27/06/2019,Banglore,Delhi,BLR ? DEL,08:30,11:20,2h 50m,non-stop,No info,4823
10396,Jet Airways,6/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,04:25 07 Jun,18h 45m,2 stops,No info,13014
805,Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,13:05,21:20,8h 15m,2 stops,No info,10759
6635,Jet Airways,9/04/2019,Delhi,Cochin,DEL ? JDH ? BOM ? COK,11:40,19:00,7h 20m,2 stops,No info,15439
10033,Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,21:05 10 May,28h 5m,1 stop,No info,13067
1438,IndiGo,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,01:35 07 Mar,9h 35m,1 stop,No info,14871
5279,GoAir,1/04/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,19:35,9h,1 stop,No info,5281
8142,Jet Airways,6/04/2019,Banglore,Delhi,BLR ? DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,4544
766,Air India,9/05/2019,Kolkata,Banglore,CCU ? HYD ? BLR,19:00,11:05 10 May,16h 5m,1 stop,No info,6117
7251,IndiGo,03/03/2019,Banglore,New Delhi,BLR ? DEL,21:20,00:15 04 Mar,2h 55m,non-stop,No info,6144
2527,Air India,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,09:25,07:55 02 May,22h 30m,1 stop,No info,8366
4696,Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,08:15 02 Apr,13h 20m,1 stop,No info,12681
2148,Vistara,15/05/2019,Delhi,Cochin,DEL ? COK,06:00,09:10,3h 10m,non-stop,No info,6216
7110,GoAir,24/03/2019,Banglore,New Delhi,BLR ? DEL,07:45,10:40,2h 55m,non-stop,No info,4239
2314,Vistara,18/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,22:40,15h 30m,1 stop,No info,9187
5171,Jet Airways,27/06/2019,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,20:00,19:00 28 Jun,23h,2 stops,No info,14300
7885,Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,16:20,7h 55m,1 stop,In-flight meal not included,10031
8334,SpiceJet,9/04/2019,Kolkata,Banglore,CCU ? BLR,09:00,11:25,2h 25m,non-stop,No info,3873
240,Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,11:40,20:20,8h 40m,1 stop,No info,13555
4014,Air India,3/03/2019,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,non-stop,No info,4937
1834,Jet Airways,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:00,11h,1 stop,No info,14924
290,IndiGo,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,04:45,13:20,8h 35m,1 stop,No info,14871
8858,IndiGo,27/06/2019,Banglore,Delhi,BLR ? DEL,18:55,21:50,2h 55m,non-stop,No info,4990
8510,Jet Airways,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,04:25 22 May,18h 25m,1 stop,In-flight meal not included,12898
10043,Air India,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,21:00,19:15 10 Jun,22h 15m,1 stop,No info,8372
7061,IndiGo,21/05/2019,Delhi,Cochin,DEL ? BLR ? COK,15:10,20:50,5h 40m,1 stop,No info,6027
6165,Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,09:10,18:50,9h 40m,1 stop,No info,15135
8215,IndiGo,18/05/2019,Delhi,Cochin,DEL ? BLR ? COK,05:10,10:05,4h 55m,1 stop,No info,7580
1494,Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? HYD ? COK,07:05,16:10,9h 5m,1 stop,No info,6076
1313,Air India,24/03/2019,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,non-stop,No info,2575
6653,IndiGo,15/05/2019,Delhi,Cochin,DEL ? HYD ? COK,07:35,22:30,14h 55m,1 stop,No info,6442
8475,Vistara,1/04/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,20:20,13h 10m,1 stop,No info,8452
5444,Jet Airways,3/04/2019,Banglore,Delhi,BLR ? DEL,06:00,08:45,2h 45m,non-stop,No info,7229
7393,Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:55,16:20 25 Mar,23h 25m,1 stop,In-flight meal not included,11134
1568,IndiGo,12/05/2019,Mumbai,Hyderabad,BOM ? HYD,21:20,22:50,1h 30m,non-stop,No info,2227
432,Air India,1/04/2019,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,10:00,05:25 02 Apr,19h 25m,2 stops,No info,12639
8721,Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,14:25 16 May,18h,1 stop,In-flight meal not included,9314
4181,Jet Airways,24/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,04:25 25 Jun,22h 55m,2 stops,In-flight meal not included,10368
4402,Air India,6/03/2019,Mumbai,Hyderabad,BOM ? AMD ? ISK ? HYD,05:30,14:50,9h 20m,2 stops,No info,13757
2638,Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,19:50,11h 25m,1 stop,In-flight meal not included,10844
1883,Multiple carriers,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:30,19:00,10h 30m,1 stop,No info,11200
4663,SpiceJet,27/04/2019,Delhi,Cochin,DEL ? MAA ? COK,06:05,11:20,5h 15m,1 stop,No info,5899
499,Jet Airways,12/06/2019,Delhi,Cochin,DEL ? BDQ ? BOM ? COK,18:25,12:35 13 Jun,18h 10m,2 stops,No info,14237
2099,Jet Airways,01/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,14:05,19:10,5h 5m,1 stop,No info,36235
420,IndiGo,15/05/2019,Delhi,Cochin,DEL ? HYD ? COK,06:50,16:10,9h 20m,1 stop,No info,6442
2353,Jet Airways,21/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,16:55,11:25 19 Mar,18h 30m,1 stop,In-flight meal not included,7832
10085,Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,08:15 13 Jun,11h 5m,1 stop,In-flight meal not included,8529
6720,SpiceJet,1/06/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3543
7200,SpiceJet,1/05/2019,Mumbai,Hyderabad,BOM ? HYD,22:45,00:15 02 May,1h 30m,non-stop,No check-in baggage included,1965
9465,Air India,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:15,10h 15m,1 stop,No info,8372
1960,Jet Airways,1/04/2019,Banglore,Delhi,BLR ? DEL,17:45,20:45,3h,non-stop,No info,7229
2316,Jet Airways,24/05/2019,Banglore,Delhi,BLR ? DEL,19:50,22:50,3h,non-stop,In-flight meal not included,6144
5392,Vistara,15/05/2019,Banglore,Delhi,BLR ? DEL,17:00,19:35,2h 35m,non-stop,No info,4878
3556,SpiceJet,3/05/2019,Kolkata,Banglore,CCU ? BLR,09:00,11:25,2h 25m,non-stop,No check-in baggage included,3841
1034,SpiceJet,24/04/2019,Delhi,Cochin,DEL ? MAA ? COK,15:45,22:05,6h 20m,1 stop,No info,5583
6033,Jet Airways,15/06/2019,Delhi,Cochin,DEL ? NAG ? BOM ? COK,14:35,04:25 16 Jun,13h 50m,2 stops,No info,13376
2669,IndiGo,18/06/2019,Banglore,Delhi,BLR ? DEL,00:25,03:15,2h 50m,non-stop,No info,3419
917,Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,17:00,01:30 13 Jun,8h 30m,1 stop,No info,7198
2862,Air India,21/05/2019,Delhi,Cochin,DEL ? MAA ? COK,17:20,09:25 22 May,16h 5m,1 stop,No info,7480
10001,Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,19:00,11h 55m,1 stop,In-flight meal not included,12898
5907,Air India,27/05/2019,Banglore,Delhi,BLR ? DEL,13:20,16:10,2h 50m,non-stop,No info,5228
99,Jet Airways,12/06/2019,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,20:00,12:35 13 Jun,16h 35m,2 stops,No info,14300
2026,IndiGo,1/04/2019,Mumbai,Hyderabad,BOM ? HYD,09:10,10:40,1h 30m,non-stop,No info,3342
6465,IndiGo,1/06/2019,Chennai,Kolkata,MAA ? CCU,07:55,10:15,2h 20m,non-stop,No info,3850
2644,Air India,1/04/2019,Kolkata,Banglore,CCU ? BOM ? AMD ? BLR,09:25,05:25 02 Apr,20h,2 stops,No info,12219
7936,IndiGo,1/04/2019,Kolkata,Banglore,CCU ? MAA ? BLR,17:35,22:15,4h 40m,1 stop,No info,5699
7897,Air India,1/04/2019,Kolkata,Banglore,CCU ? HYD ? BLR,19:00,04:40 02 Apr,9h 40m,1 stop,No info,4227
5044,Jet Airways,27/03/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,05:25,18:50,13h 25m,2 stops,In-flight meal not included,9254
4045,Air India,1/04/2019,Kolkata,Banglore,CCU ? BBI ? BLR,09:10,13:15,4h 5m,1 stop,No info,5793
802,Vistara,12/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:20,09:05 13 Jun,12h 45m,1 stop,No info,7927
4018,Multiple carriers,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,04:00,11:30,7h 30m,1 stop,No info,14973
6874,Multiple carriers,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,01:30 02 Jun,15h 30m,1 stop,No info,13377
8446,Jet Airways,9/06/2019,Delhi,Cochin,DEL ? NAG ? BOM ? COK,06:45,12:35 10 Jun,29h 50m,2 stops,No info,13376
8479,IndiGo,3/06/2019,Mumbai,Hyderabad,BOM ? HYD,12:00,13:30,1h 30m,non-stop,No info,2754
1880,Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? HYD ? COK,07:10,22:20,15h 10m,1 stop,In-flight meal not included,7563
8087,Air India,9/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,07:40 10 May,19h 40m,2 stops,No info,9968
6025,Jet Airways,3/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,11507
284,IndiGo,6/05/2019,Kolkata,Banglore,CCU ? BLR,21:25,00:05 07 May,2h 40m,non-stop,No info,4804
1334,SpiceJet,18/05/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No info,3597
8130,Air India,9/05/2019,Kolkata,Banglore,CCU ? GAU ? BLR,09:50,21:05,11h 15m,1 stop,No info,7452
5950,IndiGo,24/03/2019,Banglore,New Delhi,BLR ? DEL,00:40,03:25,2h 45m,non-stop,No info,4238
9904,IndiGo,3/05/2019,Mumbai,Hyderabad,BOM ? HYD,20:05,21:40,1h 35m,non-stop,No info,2754
587,Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,10:05 25 Mar,12h 55m,1 stop,In-flight meal not included,12446
1197,Air India,12/05/2019,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,18:30 13 May,30h 30m,2 stops,No info,10676
9259,Jet Airways,06/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,14:05,08:15 07 Mar,18h 10m,1 stop,No info,14815
6087,Jet Airways,3/05/2019,Banglore,Delhi,BLR ? DEL,19:50,22:50,3h,non-stop,No info,7229
4953,Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,16:55,07:40 16 Mar,14h 45m,1 stop,No info,13555
5258,Jet Airways,9/06/2019,Delhi,Cochin,DEL ? BHO ? BOM ? COK,05:30,12:35,7h 5m,2 stops,In-flight meal not included,13344
2222,Jet Airways,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,23:05,19:45 07 Mar,20h 40m,1 stop,No info,17024
2782,Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:00,10h,1 stop,In-flight meal not included,12373
7531,Jet Airways,6/04/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,12:35,10h 20m,1 stop,In-flight meal not included,5177
4521,Jet Airways,01/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,16:55,09:00 02 Mar,16h 5m,1 stop,1 Long layover,25735
3069,Air Asia,15/06/2019,Delhi,Cochin,DEL ? BLR ? COK,07:55,13:25,5h 30m,1 stop,No info,6253
7463,GoAir,6/03/2019,Delhi,Cochin,DEL ? AMD ? COK,06:00,13:20,7h 20m,1 stop,No info,6393
8496,Jet Airways,9/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,12:35 10 Jun,26h 55m,2 stops,No info,13014
3092,Jet Airways,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,12:35,5h 30m,1 stop,No info,14714
1613,Jet Airways,27/05/2019,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,No info,5678
8251,Jet Airways,27/06/2019,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,12:15,12:35 28 Jun,24h 20m,2 stops,No info,14300
9924,Jet Airways,09/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,08:55,11:25 13 Mar,26h 30m,1 stop,In-flight meal not included,11087
5876,Jet Airways,15/06/2019,Delhi,Cochin,DEL ? BDQ ? BOM ? COK,18:25,04:25 16 Jun,10h,2 stops,No info,14237
1363,Air India,6/03/2019,Kolkata,Banglore,CCU ? BLR,20:45,23:20,2h 35m,non-stop,No info,4435
5666,IndiGo,3/04/2019,Delhi,Cochin,DEL ? COK,05:35,08:50,3h 15m,non-stop,No info,4729
7269,Vistara,03/03/2019,Banglore,New Delhi,BLR ? AMD ? DEL,06:40,10:25 07 Mar,27h 45m,1 stop,No info,12476
10343,Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,21:25,10:25 16 Mar,13h,1 stop,No info,13555
2653,Vistara,1/04/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,22:55,15h 45m,1 stop,No info,8295
10207,Jet Airways,3/06/2019,Delhi,Cochin,DEL ? NAG ? BOM ? COK,14:35,12:35 04 Jun,22h,2 stops,In-flight meal not included,10919
1601,Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,04:25 07 Jun,20h 25m,1 stop,In-flight meal not included,10262
704,GoAir,3/05/2019,Banglore,Delhi,BLR ? DEL,11:40,14:30,2h 50m,non-stop,No info,3898
3680,Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,01:30 16 Jun,10h 30m,1 stop,No info,13377
4109,IndiGo,1/03/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,04:55,21:20,16h 25m,2 stops,No info,10278
3658,IndiGo,3/04/2019,Banglore,Delhi,BLR ? DEL,08:30,11:20,2h 50m,non-stop,No info,4823
5745,Jet Airways,01/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,08:00,18:25,10h 25m,1 stop,No info,26890
8971,SpiceJet,24/06/2019,Kolkata,Banglore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841
10149,Air India,01/03/2019,Banglore,New Delhi,BLR ? VGA ? VTZ ? DEL,10:30,17:45,7h 15m,2 stops,Change airports,17461
6954,Jet Airways,21/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:30,12:35 22 May,17h 5m,2 stops,In-flight meal not included,13029
4747,Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,19:50 19 May,23h 50m,1 stop,In-flight meal not included,10844
7872,Jet Airways,15/04/2019,Banglore,Delhi,BLR ? DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,4544
1061,Air India,21/05/2019,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,19:15 22 May,21h 15m,2 stops,No info,10231
8517,SpiceJet,18/06/2019,Mumbai,Hyderabad,BOM ? HYD,22:45,00:15 19 Jun,1h 30m,non-stop,No check-in baggage included,1965
6568,Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,04:45 25 Mar,22h 15m,1 stop,In-flight meal not included,10031
624,IndiGo,6/03/2019,Delhi,Cochin,DEL ? HYD ? COK,14:20,22:20,8h,1 stop,No info,7451
2387,Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,19:00,01:30 28 Jun,6h 30m,1 stop,No info,6795
1178,IndiGo,18/03/2019,Kolkata,Banglore,CCU ? BLR,15:20,17:55,2h 35m,non-stop,No info,4462
6942,IndiGo,12/05/2019,Chennai,Kolkata,MAA ? CCU,19:35,21:55,2h 20m,non-stop,No info,3597
5582,IndiGo,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,01:35 22 Mar,9h 35m,1 stop,No info,9264
275,IndiGo,15/03/2019,Mumbai,Hyderabad,BOM ? HYD,21:20,22:45,1h 25m,non-stop,No info,2754
7475,Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,18:15 25 May,28h 10m,1 stop,In-flight meal not included,10844
5996,Air India,24/03/2019,Kolkata,Banglore,CCU ? GAU ? IMF ? DEL ? BLR,05:55,23:15,17h 20m,3 stops,No info,15145
1982,Air India,1/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,19:15 02 Jun,23h 30m,2 stops,No info,10651
8896,Multiple carriers,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,19:15,11h 45m,1 stop,No info,7354
6306,Air India,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:00,19:15,12h 15m,1 stop,No info,8669
5141,Air India,9/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,19:15 10 May,23h 30m,2 stops,No info,10178
10216,SpiceJet,3/03/2019,Delhi,Cochin,DEL ? MAA ? COK,06:10,11:20,5h 10m,1 stop,No info,9748
1033,Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,09:55,21:00,11h 5m,1 stop,In-flight meal not included,15136
3144,Air India,6/03/2019,Delhi,Cochin,DEL ? COK,05:10,08:00,2h 50m,non-stop,No info,6881
7998,Air Asia,18/05/2019,Delhi,Cochin,DEL ? BLR ? COK,07:55,13:25,5h 30m,1 stop,No info,8759
295,Jet Airways,6/05/2019,Banglore,Delhi,BLR ? DEL,08:20,11:20,3h,non-stop,No info,7229
2128,Vistara,27/04/2019,Banglore,Delhi,BLR ? DEL,07:00,09:40,2h 40m,non-stop,No info,5613
542,Air India,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:15,11h 15m,1 stop,No info,15284
792,GoAir,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,14:25,19:35,5h 10m,1 stop,No info,10188
448,Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,04:40 16 May,9h 45m,1 stop,In-flight meal not included,9663
10401,Air India,21/05/2019,Banglore,Delhi,BLR ? DEL,05:45,08:45,3h,non-stop,No info,6961
2533,Air India,21/05/2019,Delhi,Cochin,DEL ? UDR ? BOM ? COK,13:20,07:40 22 May,18h 20m,2 stops,No info,13538
8830,SpiceJet,27/04/2019,Kolkata,Banglore,CCU ? BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841
9379,Jet Airways,18/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,04:25 19 May,22h 55m,2 stops,In-flight meal not included,13029
4548,Jet Airways,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,04:25 16 Jun,15h 25m,1 stop,In-flight meal not included,10262
8947,Jet Airways,9/06/2019,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,3210
5105,IndiGo,27/04/2019,Delhi,Cochin,DEL ? HYD ? COK,08:35,16:10,7h 35m,1 stop,No info,6442
1446,IndiGo,12/06/2019,Delhi,Cochin,DEL ? HYD ? COK,05:05,16:10,11h 5m,1 stop,No info,6818
8641,Multiple carriers,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,21:00,11h,1 stop,No info,13587
2814,Air India,12/03/2019,Banglore,New Delhi,BLR ? BOM ? IDR ? GWL ? DEL,17:25,18:05 13 Mar,24h 40m,3 stops,No info,13387
2001,Jet Airways,27/05/2019,Banglore,Delhi,BLR ? DEL,08:20,11:20,3h,non-stop,No info,7229
3265,Jet Airways,27/03/2019,Delhi,Cochin,DEL ? IXC ? BOM ? COK,06:20,04:25 28 Mar,22h 5m,2 stops,In-flight meal not included,9296
4667,Air India,9/06/2019,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,09:25,01:20 10 Jun,15h 55m,2 stops,No info,11668
2340,SpiceJet,15/03/2019,Mumbai,Hyderabad,BOM ? HYD,13:10,14:30,1h 20m,non-stop,No check-in baggage included,2385
6565,Air Asia,24/03/2019,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,15:25,22:55,7h 30m,2 stops,No info,11245
5222,Air India,12/03/2019,Banglore,New Delhi,BLR ? BOM ? NAG ? DEL,08:50,10:15 13 Mar,25h 25m,2 stops,No info,12778
16,SpiceJet,15/04/2019,Delhi,Cochin,DEL ? PNQ ? COK,08:45,13:15,4h 30m,1 stop,No info,5830
2457,IndiGo,09/03/2019,Banglore,New Delhi,BLR ? DEL,22:20,01:10 13 Mar,2h 50m,non-stop,No info,4377
8585,IndiGo,18/05/2019,Delhi,Cochin,DEL ? MAA ? COK,02:00,07:25,5h 25m,1 stop,No info,7464
2627,Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,21:00,13h,1 stop,No info,6883
7618,Air India,15/06/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,07:05,09:25 16 Jun,26h 20m,2 stops,No info,10975
1521,IndiGo,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,04:45,21:00,16h 15m,1 stop,No info,13611
8884,IndiGo,1/05/2019,Kolkata,Banglore,CCU ? BLR,17:15,19:50,2h 35m,non-stop,No info,4804
4661,Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,21:00,8h,1 stop,No info,13587
6331,Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,19:00,01:30 25 Jun,6h 30m,1 stop,No info,6795
5346,Jet Airways,27/03/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,04:25 29 Mar,33h 15m,2 stops,In-flight meal not included,6643
8542,Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,22:35,6h 5m,1 stop,In-flight meal not included,10844
3773,IndiGo,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,09:10,21:00,11h 50m,1 stop,No info,8285
15,Air India,3/03/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,16:40,19:15 04 Mar,26h 35m,2 stops,No info,14011
5507,Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,18:50,5h 50m,1 stop,No info,12347
263,IndiGo,9/03/2019,Delhi,Cochin,DEL ? HYD ? COK,04:55,16:10,11h 15m,1 stop,No info,6171
8751,Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,09:20 13 Jun,12h 10m,1 stop,No info,13044
4674,IndiGo,9/06/2019,Delhi,Cochin,DEL ? HYD ? COK,05:05,16:10,11h 5m,1 stop,No info,6600
566,Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,18:50,11h 20m,1 stop,No info,15411
6793,Air India,27/03/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,07:05,09:25 28 Mar,26h 20m,2 stops,No info,6565
3732,Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:15,19:00,9h 45m,1 stop,No info,11622
9597,SpiceJet,9/05/2019,Banglore,Delhi,BLR ? DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,4885
10661,Air India,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,19:15,6h 15m,1 stop,No info,8372
669,IndiGo,12/06/2019,Mumbai,Hyderabad,BOM ? HYD,09:10,10:40,1h 30m,non-stop,No info,4049
6073,Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? HYD ? COK,07:10,22:30,15h 20m,1 stop,No info,6513
789,Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,16:20 25 Mar,19h 10m,1 stop,In-flight meal not included,10031
7580,Multiple carriers,1/05/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:15,10h 15m,1 stop,No info,15373
9071,Vistara,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:20,23:25 25 May,27h 5m,1 stop,No info,9345
